user_id,gender,married,has_children,home_country,home_city,home_airport,user_age,account_age,total_sessions,avg_session_duration,avg_page_clicks,avg_clicks_per_min,avg_seats,avg_checked_bags,avg_flight_base_fare,avg_flight_paid_fare,num_flight_discounts,avg_flight_discount_amount,total_airlines,total_origin_airports,total_destinations,total_destination_airports,avg_nights,avg_rooms,avg_hotel_base_rate,avg_hotel_paid_rate,avg_total_hotel_cost,num_hotel_discounts,avg_hotel_discount_amount,total_hotels,total_trips,avg_trip_duration_days,avg_total_trip_cost,avg_trip_distance_km,type_browsing,type_complete-package,type_flight-hotel,type_flight-one-way,type_flight-roundtrip,type_hotel-only,status_cancelled,status_complete,status_none,start_Friday,start_Monday,start_Saturday,start_Sunday,start_Thursday,start_Tuesday,start_Wednesday,end_Friday,end_Monday,end_Saturday,end_Sunday,end_Thursday,end_Tuesday,end_Wednesday
153982,f,False,True,canada,toronto,ykz,46,2,8,2.25,18.75,7.31875,0.375,0.125,218.95666666666668,218.95666666666668,0,,2,1,3,3,0.875,0.375,207.0,207.0,434.0,1,0.15,3,3,1.375,652.9566666666666,1282.5433333333333,5,3,0,0,0,0,0,3,5,1,1,0,0,1,0,0,0,0,0,2,1,0,0
160754,f,True,True,usa,new york,lga,47,2,8,1.5,10.75,6.1975,0.125,0.125,93.62,93.62,0,,1,1,1,1,0.375,0.125,214.0,214.0,642.0,0,,1,1,0.625,735.62,526.12,7,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1
164522,f,True,False,usa,kansas city,mci,49,2,8,1.375,11.125,6.27125,0.125,0.125,328.32,311.904,2,0.05,1,1,1,1,1.75,0.125,233.0,233.0,3262.0,1,0.05,1,1,2.0,3573.904,1786.07,7,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0
167852,f,False,False,usa,tampa,mcf,18,2,8,1.0,7.875,6.125,0.0,0.0,,,1,0.1,0,0,0,0,0.0,0.0,,,,2,0.1,0,0,0.0,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171470,f,False,False,usa,atlanta,atl,25,2,8,30.625,55.75,6.1675,0.5,0.125,3679.3566666666666,3583.4149999999995,1,0.1,2,1,2,2,0.0,0.0,,,,0,,0,3,1.875,,15567.853333333333,5,2,0,0,1,0,2,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
174997,f,False,False,usa,grand rapids,grr,33,2,8,16.625,31.5,6.12,0.5,0.125,1075.4966666666667,1075.4966666666667,0,,3,1,3,3,0.625,0.25,112.0,112.0,292.0,2,0.125,2,3,1.125,587.2149999999999,3515.736666666666,5,3,0,0,0,0,1,2,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0
175032,f,False,False,usa,houston,iah,30,2,9,1.7777777777777777,14.11111111111111,5.872222222222223,0.4444444444444444,0.1111111111111111,554.625,554.625,1,0.3,2,1,2,2,1.6666666666666667,0.6666666666666666,139.0,131.45000000000002,618.3833333333333,2,0.1,3,3,2.0,904.625,1358.82,6,2,0,0,0,1,0,3,6,0,1,1,1,0,0,0,1,1,0,0,0,1,0
181157,f,True,False,usa,houston,hou,54,2,8,2.125,19.125,8.22,0.75,0.375,346.47666666666663,319.67516666666666,2,0.175,3,1,2,2,1.625,0.75,162.33333333333334,157.13333333333333,671.7333333333333,1,0.15,3,3,2.125,991.4085,1194.2233333333331,5,3,0,0,0,0,0,3,5,0,2,0,0,0,0,1,2,0,0,0,0,1,0
182191,f,False,True,usa,phoenix,phx,20,2,8,11.125,18.5,5.72875,0.25,0.125,537.67,537.67,0,,1,1,1,1,0.0,0.0,,,,1,0.1,0,1,0.0,,1625.28,7,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187212,f,True,True,usa,los angeles,lax,55,2,8,2.0,16.0,7.24,0.375,0.25,414.19,414.19,1,0.3999999999999999,3,1,3,3,1.125,0.375,217.33333333333334,217.33333333333334,518.6666666666666,1,0.1,3,3,1.625,932.8566666666666,2338.713333333333,5,3,0,0,0,0,0,3,5,1,1,1,0,0,0,0,1,0,0,1,0,0,1
189676,f,False,True,usa,fort worth,ftw,37,2,8,1.25,11.625,7.16625,0.375,0.25,1244.31,1244.31,1,0.15,1,1,1,1,2.5,0.5,180.5,180.5,1911.0,0,,2,2,2.625,2168.31,2284.55,6,1,0,0,0,1,0,2,6,0,1,1,0,0,0,0,1,0,0,1,0,0,0
190866,f,False,False,usa,tallahassee,tlh,38,2,9,2.5555555555555554,20.666666666666668,8.27111111111111,0.5555555555555556,0.2222222222222222,416.2,416.2,0,,3,1,4,5,1.5555555555555556,0.5555555555555556,169.2,169.2,441.0,1,0.05,5,5,2.3333333333333335,857.2,2269.542,4,5,0,0,0,0,0,5,4,1,0,0,0,0,2,2,1,0,1,1,0,0,2
195192,f,False,False,usa,chicago,mdw,29,2,8,3.625,28.125,6.9525,0.25,0.0,394.29,394.29,1,0.1,1,1,1,1,0.25,0.25,160.0,160.0,320.0,1,0.1,1,1,0.5,714.29,1174.42,7,1,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0
204943,m,False,False,canada,ottawa,yow,42,2,8,17.25,36.5,6.99875,1.25,1.125,475.96571428571434,472.14314285714283,2,0.15000000000000002,6,1,3,5,6.875,1.25,191.57142857142858,191.57142857142858,1924.142857142857,0,,6,7,8.125,2396.286,1872.4514285714286,1,7,0,0,0,0,1,6,1,0,1,3,1,0,1,1,1,1,1,0,2,0,2
204997,f,True,False,usa,kansas city,mci,39,2,8,23.25,54.875,5.475,1.0,0.375,991.126,966.963,1,0.25,3,1,4,4,2.75,0.75,152.25,150.175,1230.025,2,0.1,3,5,4.75,2350.9337499999997,3003.4,3,4,0,0,1,0,2,3,3,2,1,1,0,0,0,1,1,0,1,0,0,2,1
205044,f,True,True,canada,toronto,ykz,41,2,9,1.7777777777777777,14.88888888888889,6.592222222222222,0.6666666666666666,0.1111111111111111,916.1166666666667,906.8991666666667,1,0.05,3,1,2,3,1.8888888888888888,0.6666666666666666,249.33333333333334,249.33333333333334,1156.6666666666667,0,,3,3,2.2222222222222223,2063.5658333333336,2531.0066666666667,6,3,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,1,1,0,1,0
206011,f,False,True,usa,kansas city,mci,40,2,8,2.5,19.5,7.6125,0.5,0.125,261.64750000000004,256.193,1,0.05,4,1,4,4,1.25,0.375,113.33333333333333,113.33333333333333,423.6666666666667,2,0.2,3,4,2.125,727.814,1473.5500000000002,4,3,0,0,1,0,0,4,4,1,1,0,0,0,2,0,0,0,0,1,0,0,3
216796,f,False,False,usa,cincinnati,cvg,23,2,8,8.0,15.625,6.4975,0.5,0.5,2500.87,2188.26125,3,0.16666666666666666,1,1,1,1,2.75,0.25,241.0,241.0,2651.0,1,0.1,1,2,3.0,4839.26125,7041.48,6,2,0,0,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0
217114,o,True,True,usa,long beach,lgb,20,2,9,0.8888888888888888,6.555555555555555,5.111111111111111,0.0,0.0,,,1,0.05,0,0,0,0,0.0,0.0,,,,3,0.15,0,0,0.0,,,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217136,f,False,True,usa,little rock,lit,39,2,8,1.625,13.25,8.52125,0.125,0.0,539.57,539.57,2,0.175,1,1,1,1,0.75,0.25,236.5,236.5,566.0,0,,2,2,1.0,1299.5700000000002,2867.32,6,1,0,0,0,1,0,2,6,0,0,0,0,1,0,1,0,0,1,1,0,0,0
220725,f,False,False,usa,stockton,sck,41,2,9,15.88888888888889,35.111111111111114,6.803333333333334,0.5555555555555556,0.1111111111111111,484.584,484.584,1,0.15,4,1,4,4,2.111111111111111,0.4444444444444444,125.0,125.0,585.5,1,0.05,3,5,3.7777777777777777,1071.4775,2773.504,4,4,0,0,1,0,1,4,4,2,1,0,0,1,0,1,0,1,1,0,3,0,0
224996,f,False,True,canada,halifax,yhz,43,2,8,1.5,12.75,5.8225,0.25,0.0,448.805,448.805,0,,2,1,2,2,0.125,0.125,231.0,231.0,231.0,1,0.1,1,2,0.875,400.38,2353.01,6,1,0,0,1,0,0,2,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0
226367,f,False,False,usa,washington,iad,44,2,8,1.875,14.25,6.60375,0.5,0.25,296.4033333333333,294.53366666666665,1,0.05,3,1,3,3,1.0,0.5,253.0,253.0,671.0,0,,3,3,1.5,965.5336666666667,1655.8233333333335,5,3,0,0,0,0,0,3,5,0,0,0,0,1,1,1,1,0,1,1,0,0,0
228195,f,False,True,usa,los angeles,lax,27,2,9,1.7777777777777777,12.88888888888889,7.036666666666666,0.0,0.0,,,1,0.2,0,0,0,0,0.0,0.0,,,,0,,0,0,0.0,,,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228872,m,False,False,usa,san antonio,rnd,35,2,8,1.875,15.75,8.05875,0.125,0.125,509.21,509.21,1,0.35,1,1,1,1,1.875,0.25,94.0,94.0,738.0,0,,2,2,2.0,941.21,2770.22,6,1,0,0,0,1,0,2,6,0,0,0,1,0,1,0,0,2,0,0,0,0,0
229009,f,False,False,usa,stockton,sck,18,2,8,4.375,18.0,6.36875,0.5,0.125,1127.2225,1127.2225,0,,3,1,3,3,0.625,0.25,149.5,149.5,386.5,0,,2,4,3.0,917.315,6690.9,4,3,0,0,1,0,1,3,4,2,0,1,0,0,0,0,0,2,0,1,0,0,0
229108,f,False,False,usa,burlington,btv,26,2,8,17.0,40.125,6.86,0.25,0.0,438.61,438.61,2,0.2,1,1,1,1,0.0,0.0,,,,2,0.1,0,2,1.0,,2669.38,6,1,0,0,1,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
229330,f,True,False,usa,colorado springs,cos,48,2,7,1.5714285714285714,13.857142857142858,8.857142857142858,0.7142857142857143,0.0,347.5333333333333,347.5333333333333,0,,3,1,3,3,1.2857142857142858,0.7142857142857143,224.33333333333334,224.33333333333334,794.6666666666666,1,0.1,3,3,2.142857142857143,1142.2,1155.0466666666666,4,3,0,0,0,0,0,3,4,1,0,0,2,0,0,0,0,0,0,0,2,1,0
232647,f,False,False,usa,birmingham,bhm,18,2,8,1.625,12.5,8.25,0.125,0.125,237.1,237.1,1,0.1,1,1,1,1,1.5,0.125,213.0,213.0,2556.0,0,,1,2,2.0,,1391.58,6,0,0,0,1,1,0,2,6,1,0,0,0,1,0,0,0,2,0,0,0,0,0
249521,f,True,True,canada,ottawa,yow,60,2,8,2.25,18.875,7.805,0.125,0.125,642.02,642.02,1,0.2,1,1,1,1,0.625,0.25,141.5,136.1,320.8,3,0.13333333333333333,2,2,0.875,992.02,3551.8,6,1,0,0,0,1,0,2,6,0,0,0,0,0,1,1,0,0,1,0,1,0,0
252835,f,False,True,usa,chicago,ord,38,2,8,1.625,14.625,7.4375,0.625,0.375,335.31,323.127,1,0.3,4,1,3,4,1.625,0.5,132.75,132.75,425.5,1,0.05,4,5,3.25,718.35625,1867.7800000000002,3,4,0,0,1,0,0,5,3,1,0,0,1,1,1,1,0,1,1,1,1,0,1
258451,f,False,False,usa,miami,opf,24,2,8,3.625,20.875,3.9537500000000003,0.0,0.0,,,1,0.15,0,0,0,0,3.5,0.25,178.0,178.0,2492.0,0,,1,2,3.5,,,6,1,0,0,0,1,1,1,6,0,0,0,0,0,0,2,0,0,0,0,0,2,0
264470,f,False,True,usa,bakersfield,bfl,46,2,8,1.75,14.75,8.83375,0.25,0.125,436.51,417.60875,1,0.05,2,1,2,2,1.375,0.25,200.0,200.0,1263.5,1,0.1,2,2,1.625,1681.1087499999999,2305.16,6,2,0,0,0,0,0,2,6,1,0,0,0,0,1,0,0,0,0,0,0,2,0
276512,f,True,True,usa,austin,aus,42,2,8,1.5,12.25,7.355,0.125,0.125,395.69,395.69,2,0.125,1,1,1,1,0.25,0.125,100.0,100.0,200.0,2,0.125,1,1,0.5,595.69,2299.15,7,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0
281952,f,False,False,usa,louisville,lou,37,2,8,2.25,19.75,9.4175,0.25,0.375,342.36,342.36,0,,2,1,2,2,0.5,0.25,131.5,118.14999999999999,236.3,1,0.15,2,2,0.75,578.66,1845.015,6,2,0,0,0,0,0,2,6,0,1,0,0,0,0,1,1,0,0,0,0,0,1
283325,f,True,False,usa,dallas,dal,51,2,8,1.75,14.25,7.40625,0.125,0.0,453.27,407.943,2,0.07500000000000001,1,1,1,1,1.0,0.375,360.5,360.5,1608.5,1,0.1,2,2,1.25,3042.943,2650.43,6,1,0,0,0,1,0,2,6,0,0,0,1,0,0,1,1,0,1,0,0,0,0
290123,f,True,False,usa,houston,hou,41,2,8,2.5,21.375,7.80875,1.25,0.75,739.4549999999999,739.4549999999999,0,,5,1,6,6,2.25,1.125,243.6,243.6,648.2,0,,5,6,3.125,1443.042,2418.068333333333,2,4,1,0,1,0,0,6,2,1,2,1,0,1,0,1,0,0,0,1,1,4,0
297546,f,True,False,usa,new york,jfk,52,2,8,3.25,25.875,7.99,0.75,0.375,415.18,415.18,0,,2,1,4,4,3.875,0.875,106.0,104.8,672.6,1,0.05,5,5,4.625,856.9300000000001,1784.7325,3,4,0,0,0,1,0,5,3,1,0,1,2,0,0,1,1,0,2,0,2,0,0
298253,f,True,True,usa,los angeles,lax,47,2,8,1.625,12.25,7.3125,0.125,0.25,712.42,712.42,2,0.225,1,1,1,1,0.0,0.0,,,,1,0.15,0,1,0.375,,3974.21,7,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0
299476,f,True,False,usa,atlanta,atl,39,2,9,2.4444444444444446,20.77777777777778,8.833333333333334,0.1111111111111111,0.0,192.38,192.38,2,0.19999999999999998,1,1,1,1,0.2222222222222222,0.1111111111111111,71.0,71.0,142.0,2,0.125,1,1,0.4444444444444444,334.38,1109.92,8,1,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
306165,f,False,False,usa,cleveland,cle,21,2,8,1.375,11.125,7.35375,0.0,0.0,,,0,,0,0,0,0,0.0,0.0,,,,0,,0,0,0.0,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306819,f,True,True,usa,new york,jfk,60,2,8,17.625,41.125,6.20125,0.375,0.125,90.05333333333333,90.05333333333333,1,0.05,2,1,2,2,0.5,0.375,298.6666666666667,298.6666666666667,422.0,1,0.05,2,3,1.25,512.0533333333333,486.39000000000004,5,3,0,0,0,0,1,2,5,0,2,0,0,0,1,0,1,0,0,0,0,0,2
312488,m,True,False,usa,new york,jfk,31,2,7,0.8571428571428571,8.0,6.642857142857143,0.0,0.0,,,1,0.25,0,0,0,0,0.0,0.0,,,,1,0.2,0,0,0.0,,,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313724,f,False,False,usa,tulsa,tul,52,2,8,18.5,43.875,7.40625,0.75,0.5,382.26000000000005,382.26000000000005,0,,4,1,4,4,2.75,1.0,183.5,183.5,542.1666666666666,0,,5,6,4.0,802.86,1824.3920000000003,2,5,0,0,0,1,1,5,2,1,0,0,1,0,3,1,3,0,1,0,0,1,1
316527,f,True,True,canada,winnipeg,ywg,42,2,8,2.25,17.375,7.66625,0.625,0.125,434.9725,434.9725,1,0.15,4,1,4,4,1.75,0.625,322.75,321.775,1438.85,1,0.05,4,4,2.625,1873.8225,2014.805,4,4,0,0,0,0,0,4,4,0,1,2,0,1,0,0,0,0,3,0,0,1,0
317688,f,False,True,usa,indianapolis,ind,41,2,8,2.0,16.625,6.83375,0.5,0.25,309.685,309.685,2,0.24999999999999994,3,1,4,4,1.125,0.5,168.25,166.975,435.975,1,0.05,4,4,1.875,745.66,1608.4075,4,4,0,0,0,0,0,4,4,0,0,1,0,1,0,2,0,2,0,1,1,0,0
322867,f,False,False,usa,mobile,bfm,47,2,8,1.125,10.25,6.21875,0.125,0.125,173.04,173.04,2,0.125,1,1,1,1,1.0,0.125,189.0,189.0,1512.0,2,0.1,1,1,1.125,1685.04,921.78,7,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0
324191,f,False,False,usa,san diego,san,40,2,8,1.125,10.75,6.85375,0.375,0.125,49.87,49.87,2,0.1,2,1,1,2,1.25,0.375,273.5,273.5,805.0,1,0.15,2,2,1.75,854.87,175.77,6,2,0,0,0,0,0,2,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0
328590,f,False,False,usa,san diego,nzy,56,2,8,18.0,47.875,7.15,0.75,0.125,914.1525,914.1525,1,0.1,3,1,3,3,1.375,0.5,155.0,143.375,782.75,2,0.15,2,4,2.125,1884.7250000000001,3487.21,4,3,0,0,1,0,1,3,4,1,0,2,0,0,0,0,2,0,0,1,0,0,0
330764,f,False,False,usa,detroit,det,39,2,8,17.625,46.875,7.43375,0.75,0.25,375.52,375.52,0,,1,1,1,1,1.375,0.25,129.5,129.5,676.5,1,0.05,2,4,1.625,,671.43,4,1,0,0,1,2,1,3,4,1,1,0,0,0,0,1,0,0,0,1,0,1,1
330893,f,True,True,usa,oklahoma city,okc,44,2,8,2.25,16.625,7.0649999999999995,0.375,0.25,287.2033333333333,287.2033333333333,0,,3,1,3,3,1.0,0.375,138.0,138.0,350.6666666666667,1,0.05,3,3,1.625,637.87,1582.7966666666669,5,3,0,0,0,0,0,3,5,0,0,0,1,0,1,1,1,0,0,1,0,0,1
331039,f,True,True,canada,london,yxu,45,2,8,10.25,24.75,7.185,1.0,0.75,2290.87,2290.87,1,0.1,1,1,1,1,2.25,0.5,209.0,198.55,1786.95,2,0.07500000000000001,1,2,2.75,4077.8199999999997,3365.3,6,2,0,0,0,0,1,1,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0
334787,f,False,False,usa,minneapolis,msp,53,2,8,1.875,14.875,6.99,0.375,0.25,252.72333333333333,249.81583333333333,2,0.05,3,1,3,3,1.0,0.375,169.0,169.0,417.3333333333333,0,,3,3,1.5,667.1491666666667,1394.7966666666669,5,3,0,0,0,0,0,3,5,1,1,1,0,0,0,0,0,1,0,0,0,0,2
337227,f,True,False,usa,santa ana,sna,35,2,8,1.375,10.375,6.9375,0.0,0.0,,,0,,0,0,0,0,0.0,0.0,,,,1,0.05,0,0,0.0,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338086,f,False,True,usa,washington,iad,41,2,7,1.8571428571428572,16.142857142857142,5.857142857142857,0.14285714285714285,0.0,644.83,644.83,1,0.3,1,1,1,1,0.42857142857142855,0.14285714285714285,76.0,76.0,228.0,0,,1,1,0.7142857142857143,872.83,3621.95,6,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0
340166,m,True,True,usa,san francisco,sfo,51,2,8,1.5,11.0,7.46875,0.0,0.0,,,1,0.1,0,0,0,0,0.375,0.125,237.0,237.0,711.0,1,0.1,1,1,0.375,,,7,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0
343928,f,True,False,usa,el paso,bif,65,2,8,1.875,15.25,7.0625,0.375,0.125,2775.31,2264.37,2,0.29999999999999993,2,1,2,2,0.5,0.125,116.0,116.0,464.0,1,0.1,1,2,2.25,905.22,8138.6900000000005,6,1,0,0,1,0,0,2,6,0,0,0,0,1,1,0,0,0,1,0,0,1,0
347778,f,False,False,usa,las vegas,lsv,50,2,9,2.111111111111111,18.0,7.463333333333334,0.8888888888888888,0.5555555555555556,846.7379999999999,846.7379999999999,2,0.15000000000000002,4,1,4,4,1.4444444444444444,0.7777777777777778,226.75,226.75,746.75,0,,4,5,2.2222222222222223,1714.5874999999999,2487.968,4,4,0,0,1,0,0,5,4,3,2,0,0,0,0,0,0,1,0,0,1,3,0
348817,f,False,False,canada,calgary,yyc,29,2,8,2.0,15.625,7.78125,0.375,0.25,458.2066666666667,458.2066666666667,1,0.05,3,1,3,3,1.625,0.5,259.0,259.0,914.5,0,,4,4,2.0,1452.54,2651.476666666667,4,3,0,0,0,1,0,4,4,1,1,0,0,1,0,1,0,2,1,0,0,0,1
348863,f,True,False,usa,san antonio,skf,68,2,8,1.0,10.125,7.9375,0.0,0.0,,,0,,0,0,0,0,0.0,0.0,,,,1,0.1,0,0,0.0,,,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349132,f,False,False,usa,cincinnati,cvg,49,2,9,1.7777777777777777,14.777777777777779,6.684444444444444,0.4444444444444444,0.1111111111111111,360.53,360.53,0,,2,1,2,2,1.8888888888888888,0.5555555555555556,193.66666666666666,184.4333333333333,1134.4666666666667,1,0.1,3,3,2.111111111111111,1065.03,1057.67,6,2,0,0,0,1,0,3,6,1,0,0,0,0,2,0,0,0,0,1,0,2,0
350648,f,False,False,usa,lincoln,lnk,18,2,8,13.375,36.875,6.6525,0.25,0.0,212.18,212.18,2,0.175,1,1,1,1,1.0,0.25,185.0,185.0,740.0,1,0.1,1,2,1.25,952.18,1266.44,6,2,0,0,0,0,1,1,6,0,0,0,2,0,0,0,0,0,0,0,2,0,0
353271,f,False,True,usa,milwaukee,mke,27,2,7,1.1428571428571428,8.714285714285714,7.0,0.0,0.0,,,1,0.15,0,0,0,0,0.0,0.0,,,,1,0.15,0,0,0.0,,,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353694,f,False,True,usa,new york,lga,40,2,8,1.625,12.5,6.9475,0.375,0.125,230.685,230.685,3,0.08333333333333333,2,1,2,2,1.25,0.375,124.0,124.0,620.0,0,,2,2,1.625,850.685,1355.4850000000001,6,1,1,0,0,0,0,2,6,0,0,0,0,0,1,1,0,0,0,1,0,1,0
354050,f,False,False,usa,detroit,det,50,2,8,2.5,21.5,7.29875,0.75,0.125,391.576,385.7552,1,0.05,5,1,5,5,1.75,0.75,210.4,208.42,496.66,1,0.05,5,5,2.875,882.4152,2150.166,3,4,1,0,0,0,0,5,3,1,0,1,0,1,1,1,0,2,0,1,2,0,0
354260,f,False,False,usa,providence,pvd,50,2,8,1.75,14.5,6.325,0.25,0.25,582.505,582.505,2,0.15,2,1,2,2,0.375,0.125,260.0,260.0,780.0,0,,1,2,0.875,1220.85,3329.33,6,1,0,0,1,0,0,2,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0
354311,f,True,False,usa,tucson,dma,46,2,8,1.625,12.25,6.45875,0.25,0.125,536.4449999999999,536.4449999999999,1,0.1,1,1,2,2,0.5,0.125,97.0,97.0,388.0,0,,1,2,0.875,981.15,3061.805,6,1,0,0,1,0,0,2,6,0,1,1,0,0,0,0,0,0,0,0,0,1,1
354950,m,True,False,usa,amarillo,ama,54,2,8,1.5,12.5,7.46875,0.125,0.125,460.54,460.54,0,,1,1,1,1,0.875,0.125,127.0,127.0,889.0,1,0.1,1,1,1.0,1349.54,2463.06,7,1,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
